YEAR,COUNTY,HOSPITAL,OSHPDID,Procedure/Condition,Risk Adjuested Mortality Rate,# of Deaths,# of Cases,Hospital Ratings,LONGITUDE,LATITUDE
2016,Butte,Feather River Hospital,106040875,GI Hemorrhage,0.7,1,112,As Expected,-121.57228,39.75743
2016,Butte,Feather River Hospital,106040875,Heart Failure,3.3,9,171,As Expected,-121.57228,39.75743
2016,Butte,Feather River Hospital,106040875,Hip Fracture,1.5,2,76,As Expected,-121.57228,39.75743
2016,Butte,Feather River Hospital,106040875,PCI,.,.,.,,-121.57228,39.75743
2016,Butte,Feather River Hospital,106040875,Pancreatic Cancer,.,.,.,,-121.57228,39.75743
2016,Butte,Feather River Hospital,106040875,Pancreatic Other,.,.,.,,-121.57228,39.75743
2016,Butte,Feather River Hospital,106040875,Pancreatic Resection,.,.,.,,-121.57228,39.75743
2016,Butte,Feather River Hospital,106040875,Pneumonia,0.6,2,204,Better,-121.57228,39.75743
2016,Butte,Oroville Hospital,106040937,AAA Repair Unruptured,,,,,-121.5428,39.50485
2016,Butte,Oroville Hospital,106040937,AMI,6.5,5,46,As Expected,-121.5428,39.50485
2016,Butte,Oroville Hospital,106040937,Acute Stroke,4.4,5,181,As Expected,-121.5428,39.50485
2016,Butte,Oroville Hospital,106040937,Acute Stroke Hemorrhagic,13.4,2,10,As Expected,-121.5428,39.50485
2016,Butte,Oroville Hospital,106040937,Acute Stroke Ischemic,2.1,3,171,As Expected,-121.5428,39.50485
2016,Butte,Oroville Hospital,106040937,Acute Stroke Subarachnoid,.,.,.,,-121.5428,39.50485
2016,Butte,Oroville Hospital,106040937,Carotid Endarterectomy,0,0,9,As Expected,-121.5428,39.50485
2016,Butte,Oroville Hospital,106040937,Espophageal Resection,.,.,.,,-121.5428,39.50485
2016,Butte,Oroville Hospital,106040937,GI Hemorrhage,0.7,1,206,As Expected,-121.5428,39.50485
2016,Butte,Oroville Hospital,106040937,Heart Failure,0.8,3,424,Better,-121.5428,39.50485
2016,Butte,Oroville Hospital,106040937,Hip Fracture,0.6,1,71,As Expected,-121.5428,39.50485
2016,Butte,Oroville Hospital,106040937,PCI,.,.,.,,-121.5428,39.50485
2016,Butte,Oroville Hospital,106040937,Pancreatic Cancer,.,.,.,,-121.5428,39.50485
2016,Butte,Oroville Hospital,106040937,Pancreatic Other,.,.,.,,-121.5428,39.50485
2016,Butte,Oroville Hospital,106040937,Pancreatic Resection,.,.,.,,-121.5428,39.50485
2016,Butte,Oroville Hospital,106040937,Pneumonia,10.7,2,24,As Expected,-121.5428,39.50485
2016,Butte,Enloe Medical Center – Esplanade,106040962,AAA Repair Unruptured,0,0,23,As Expected,-121.84918,39.74226
2016,Butte,Enloe Medical Center – Esplanade,106040962,AMI,10.2,31,389,Worse,-121.84918,39.74226
2016,Butte,Enloe Medical Center – Esplanade,106040962,Acute Stroke,11,33,350,As Expected,-121.84918,39.74226
2016,Butte,Enloe Medical Center – Esplanade,106040962,Acute Stroke Hemorrhagic,25.6,19,71,As Expected,-121.84918,39.74226
2016,Butte,Enloe Medical Center – Esplanade,106040962,Acute Stroke Ischemic,6,13,277,As Expected,-121.84918,39.74226
2016,Butte,Enloe Medical Center – Esplanade,106040962,Acute Stroke Subarachnoid,.,.,.,,-121.84918,39.74226
2016,Butte,Enloe Medical Center – Esplanade,106040962,Carotid Endarterectomy,0,0,61,As Expected,-121.84918,39.74226
2016,Butte,Enloe Medical Center – Esplanade,106040962,Espophageal Resection,.,.,.,,-121.84918,39.74226
2016,Butte,Enloe Medical Center – Esplanade,106040962,GI Hemorrhage,2.3,7,416,As Expected,-121.84918,39.74226
2016,Butte,Enloe Medical Center – Esplanade,106040962,Heart Failure,3.5,21,583,As Expected,-121.84918,39.74226
2016,Butte,Enloe Medical Center – Esplanade,106040962,Hip Fracture,1.7,4,209,As Expected,-121.84918,39.74226
2016,Butte,Enloe Medical Center – Esplanade,106040962,PCI,5.8,12,264,As Expected,-121.84918,39.74226
2016,Butte,Enloe Medical Center – Esplanade,106040962,Pancreatic Cancer,.,.,.,,-121.84918,39.74226
2016,Butte,Enloe Medical Center – Esplanade,106040962,Pancreatic Other,.,.,.,,-121.84918,39.74226
2016,Butte,Enloe Medical Center – Esplanade,106040962,Pancreatic Resection,.,.,.,,-121.84918,39.74226
2016,Butte,Enloe Medical Center – Esplanade,106040962,Pneumonia,4.2,14,394,As Expected,-121.84918,39.74226
2016,Calaveras,Mark Twain Medical Center,106050932,AAA Repair Unruptured,.,.,.,,-120.67095,38.19057
2016,Calaveras,Mark Twain Medical Center,106050932,AMI,0,0,4,As Expected,-120.67095,38.19057
2016,Calaveras,Mark Twain Medical Center,106050932,Acute Stroke,19.7,2,19,As Expected,-120.67095,38.19057
2016,Calaveras,Mark Twain Medical Center,106050932,Acute Stroke Hemorrhagic,.,.,.,,-120.67095,38.19057
2016,Calaveras,Mark Twain Medical Center,106050932,Acute Stroke Ischemic,11.7,2,18,As Expected,-120.67095,38.19057
2016,Calaveras,Mark Twain Medical Center,106050932,Acute Stroke Subarachnoid,.,.,.,,-120.67095,38.19057
2016,Calaveras,Mark Twain Medical Center,106050932,Carotid Endarterectomy,.,.,.,,-120.67095,38.19057
2016,Calaveras,Mark Twain Medical Center,106050932,Espophageal Resection,.,.,.,,-120.67095,38.19057
2016,Calaveras,Mark Twain Medical Center,106050932,GI Hemorrhage,0,0,4,As Expected,-120.67095,38.19057
2016,Calaveras,Mark Twain Medical Center,106050932,Heart Failure,0,0,35,As Expected,-120.67095,38.19057
2016,Calaveras,Mark Twain Medical Center,106050932,Hip Fracture,0,0,30,As Expected,-120.67095,38.19057
2016,Calaveras,Mark Twain Medical Center,106050932,PCI,.,.,.,,-120.67095,38.19057
2016,Calaveras,Mark Twain Medical Center,106050932,Pancreatic Cancer,.,.,.,,-120.67095,38.19057
2016,Calaveras,Mark Twain Medical Center,106050932,Pancreatic Other,.,.,.,,-120.67095,38.19057
2016,Calaveras,Mark Twain Medical Center,106050932,Pancreatic Resection,.,.,.,,-120.67095,38.19057
2016,Calaveras,Mark Twain Medical Center,106050932,Pneumonia,2.5,1,45,As Expected,-120.67095,38.19057
2016,Colusa,Colusa Regional Medical Center,106060870,AAA Repair Unruptured,.,.,.,,-122.00034,39.20731
2016,Colusa,Colusa Regional Medical Center,106060870,AMI,12.2,1,4,As Expected,-122.00034,39.20731
2016,Colusa,Colusa Regional Medical Center,106060870,Acute Stroke,.,.,.,,-122.00034,39.20731
2016,Colusa,Colusa Regional Medical Center,106060870,Acute Stroke Hemorrhagic,.,.,.,,-122.00034,39.20731
2016,Colusa,Colusa Regional Medical Center,106060870,Acute Stroke Ischemic,.,.,.,,-122.00034,39.20731
2016,Colusa,Colusa Regional Medical Center,106060870,Acute Stroke Subarachnoid,.,.,.,,-122.00034,39.20731
2016,Colusa,Colusa Regional Medical Center,106060870,Carotid Endarterectomy,.,.,.,,-122.00034,39.20731
2016,Colusa,Colusa Regional Medical Center,106060870,Espophageal Resection,.,.,.,,-122.00034,39.20731
2016,Colusa,Colusa Regional Medical Center,106060870,GI Hemorrhage,.,.,.,,-122.00034,39.20731
2016,Colusa,Colusa Regional Medical Center,106060870,Heart Failure,0,0,3,As Expected,-122.00034,39.20731
2016,Colusa,Colusa Regional Medical Center,106060870,Hip Fracture,.,.,.,,-122.00034,39.20731
2016,Colusa,Colusa Regional Medical Center,106060870,PCI,.,.,.,,-122.00034,39.20731
2016,Colusa,Colusa Regional Medical Center,106060870,Pancreatic Cancer,.,.,.,,-122.00034,39.20731
2016,Colusa,Colusa Regional Medical Center,106060870,Pancreatic Other,.,.,.,,-122.00034,39.20731
2016,Colusa,Colusa Regional Medical Center,106060870,Pancreatic Resection,.,.,.,,-122.00034,39.20731
2016,Colusa,Colusa Regional Medical Center,106060870,Pneumonia,.,.,.,,-122.00034,39.20731
2016,Contra Costa,Contra Costa Regional Medical Center,106070924,AAA Repair Unruptured,.,.,.,,-122.13101,38.00646
2016,Contra Costa,Contra Costa Regional Medical Center,106070924,AMI,0,0,45,As Expected,-122.13101,38.00646
2016,Contra Costa,Contra Costa Regional Medical Center,106070924,Acute Stroke,0,0,52,As Expected,-122.13101,38.00646
2016,Contra Costa,Contra Costa Regional Medical Center,106070924,Acute Stroke Hemorrhagic,0,0,3,As Expected,-122.13101,38.00646
2016,Contra Costa,Contra Costa Regional Medical Center,106070924,Acute Stroke Ischemic,0,0,49,As Expected,-122.13101,38.00646
2016,Contra Costa,Contra Costa Regional Medical Center,106070924,Acute Stroke Subarachnoid,.,.,.,,-122.13101,38.00646
2016,Contra Costa,Contra Costa Regional Medical Center,106070924,Carotid Endarterectomy,.,.,.,,-122.13101,38.00646
2016,Contra Costa,Contra Costa Regional Medical Center,106070924,Espophageal Resection,.,.,.,,-122.13101,38.00646
2016,Contra Costa,Contra Costa Regional Medical Center,106070924,GI Hemorrhage,0,0,92,As Expected,-122.13101,38.00646
2016,Contra Costa,Contra Costa Regional Medical Center,106070924,Heart Failure,0,0,335,Better,-122.13101,38.00646
2016,Contra Costa,Contra Costa Regional Medical Center,106070924,Hip Fracture,4.5,1,23,As Expected,-122.13101,38.00646
2016,Contra Costa,Contra Costa Regional Medical Center,106070924,PCI,.,.,.,,-122.13101,38.00646
2016,Contra Costa,Contra Costa Regional Medical Center,106070924,Pancreatic Cancer,.,.,.,,-122.13101,38.00646
2016,Contra Costa,Contra Costa Regional Medical Center,106070924,Pancreatic Other,.,.,.,,-122.13101,38.00646
2016,Contra Costa,Contra Costa Regional Medical Center,106070924,Pancreatic Resection,.,.,.,,-122.13101,38.00646
2016,Contra Costa,Contra Costa Regional Medical Center,106070924,Pneumonia,2.1,1,130,As Expected,-122.13101,38.00646
2016,Contra Costa,Sutter Delta Medical Center,106070934,AAA Repair Unruptured,.,.,.,,-121.8054,37.98222
2016,Contra Costa,Sutter Delta Medical Center,106070934,AMI,7.4,12,219,As Expected,-121.8054,37.98222
2016,Contra Costa,Sutter Delta Medical Center,106070934,Acute Stroke,0,0,101,Better,-121.8054,37.98222
2016,Contra Costa,Sutter Delta Medical Center,106070934,Acute Stroke Hemorrhagic,.,.,.,,-121.8054,37.98222
2016,Contra Costa,Sutter Delta Medical Center,106070934,Acute Stroke Ischemic,0,0,100,Better,-121.8054,37.98222
2016,Contra Costa,Sutter Delta Medical Center,106070934,Acute Stroke Subarachnoid,.,.,.,,-121.8054,37.98222
2016,Contra Costa,Sutter Delta Medical Center,106070934,Carotid Endarterectomy,.,.,.,,-121.8054,37.98222
2016,Contra Costa,Sutter Delta Medical Center,106070934,Espophageal Resection,.,.,.,,-121.8054,37.98222
2016,Contra Costa,Sutter Delta Medical Center,106070934,GI Hemorrhage,3.5,3,69,As Expected,-121.8054,37.98222
2016,Contra Costa,Sutter Delta Medical Center,106070934,Heart Failure,2.4,8,352,As Expected,-121.8054,37.98222
2016,Contra Costa,Sutter Delta Medical Center,106070934,Hip Fracture,1.2,1,71,As Expected,-121.8054,37.98222
2016,Contra Costa,Sutter Delta Medical Center,106070934,PCI,4.2,7,231,As Expected,-121.8054,37.98222
2016,Contra Costa,Sutter Delta Medical Center,106070934,Pancreatic Cancer,.,.,.,,-121.8054,37.98222
2016,Contra Costa,Sutter Delta Medical Center,106070934,Pancreatic Other,.,.,.,,-121.8054,37.98222
2016,Contra Costa,Sutter Delta Medical Center,106070934,Pancreatic Resection,.,.,.,,-121.8054,37.98222
2016,Contra Costa,Sutter Delta Medical Center,106070934,Pneumonia,0,0,159,Better,-121.8054,37.98222
2016,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,AAA Repair Unruptured,,,,,-122.040781,37.91304
2016,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,AMI,4.5,7,139,As Expected,-122.040781,37.91304
2016,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,Acute Stroke,10.4,96,528,As Expected,-122.040781,37.91304
2016,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,Acute Stroke Hemorrhagic,23.7,53,163,As Expected,-122.040781,37.91304
2016,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,Acute Stroke Ischemic,6.5,32,326,As Expected,-122.040781,37.91304
2016,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,Acute Stroke Subarachnoid,20.9,11,39,As Expected,-122.040781,37.91304
2016,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,Carotid Endarterectomy,0,0,6,As Expected,-122.040781,37.91304
2016,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,Espophageal Resection,.,.,.,,-122.040781,37.91304
2016,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,GI Hemorrhage,5.1,18,369,Worse,-122.040781,37.91304
2016,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,Heart Failure,2.3,15,476,As Expected,-122.040781,37.91304
2016,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,Hip Fracture,1.1,3,232,As Expected,-122.040781,37.91304
2016,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,PCI,4.5,2,58,As Expected,-122.040781,37.91304
2016,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,Pancreatic Cancer,.,.,.,,-122.040781,37.91304
2016,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,Pancreatic Other,0,0,5,As Expected,-122.040781,37.91304
2016,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,Pancreatic Resection,0,0,6,As Expected,-122.040781,37.91304
2016,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,Pneumonia,3.1,12,287,As Expected,-122.040781,37.91304
2016,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,AAA Repair Unruptured,,,,,-122.05828,37.8923
2016,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,AMI,7.3,15,216,As Expected,-122.05828,37.8923
2016,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Acute Stroke,3.8,6,194,Better,-122.05828,37.8923
2016,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Acute Stroke Hemorrhagic,12,4,40,As Expected,-122.05828,37.8923
2016,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Acute Stroke Ischemic,1.5,2,149,Better,-122.05828,37.8923
2016,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Acute Stroke Subarachnoid,0,0,5,As Expected,-122.05828,37.8923
2016,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Carotid Endarterectomy,0,0,38,As Expected,-122.05828,37.8923
2016,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Espophageal Resection,.,.,.,,-122.05828,37.8923
2016,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,GI Hemorrhage,2.4,6,234,As Expected,-122.05828,37.8923
2016,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Heart Failure,2.2,11,368,As Expected,-122.05828,37.8923
2016,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Hip Fracture,0.4,1,222,Better,-122.05828,37.8923
2016,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,PCI,3.4,5,181,As Expected,-122.05828,37.8923
2016,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Pancreatic Cancer,.,.,.,,-122.05828,37.8923
2016,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Pancreatic Other,.,.,.,,-122.05828,37.8923
2016,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Pancreatic Resection,.,.,.,,-122.05828,37.8923
2016,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Pneumonia,7.1,13,161,Worse,-122.05828,37.8923
2016,Contra Costa,John Muir Medical Center – Concord Campus,106071018,AAA Repair Unruptured,,,,,-122.03874,37.98615
2016,Contra Costa,John Muir Medical Center – Concord Campus,106071018,AMI,5.2,20,419,As Expected,-122.03874,37.98615
2016,Contra Costa,John Muir Medical Center – Concord Campus,106071018,Acute Stroke,11.9,12,175,As Expected,-122.03874,37.98615
2016,Contra Costa,John Muir Medical Center – Concord Campus,106071018,Acute Stroke Hemorrhagic,14.3,1,6,As Expected,-122.03874,37.98615
2016,Contra Costa,John Muir Medical Center – Concord Campus,106071018,Acute Stroke Ischemic,7.4,11,168,As Expected,-122.03874,37.98615
2016,Contra Costa,John Muir Medical Center – Concord Campus,106071018,Acute Stroke Subarachnoid,.,.,.,,-122.03874,37.98615
2016,Contra Costa,John Muir Medical Center – Concord Campus,106071018,Carotid Endarterectomy,0,0,79,As Expected,-122.03874,37.98615
2016,Contra Costa,John Muir Medical Center – Concord Campus,106071018,Espophageal Resection,.,.,.,,-122.03874,37.98615
2016,Contra Costa,John Muir Medical Center – Concord Campus,106071018,GI Hemorrhage,4,11,260,As Expected,-122.03874,37.98615
2016,Contra Costa,John Muir Medical Center – Concord Campus,106071018,Heart Failure,4.4,26,597,Worse,-122.03874,37.98615
2016,Contra Costa,John Muir Medical Center – Concord Campus,106071018,Hip Fracture,2.2,2,89,As Expected,-122.03874,37.98615
2016,Contra Costa,John Muir Medical Center – Concord Campus,106071018,PCI,4.3,10,262,As Expected,-122.03874,37.98615
2016,Contra Costa,John Muir Medical Center – Concord Campus,106071018,Pancreatic Cancer,.,.,.,,-122.03874,37.98615
2016,Contra Costa,John Muir Medical Center – Concord Campus,106071018,Pancreatic Other,.,.,.,,-122.03874,37.98615
2016,Contra Costa,John Muir Medical Center – Concord Campus,106071018,Pancreatic Resection,.,.,.,,-122.03874,37.98615
2016,Contra Costa,John Muir Medical Center – Concord Campus,106071018,Pneumonia,2.4,3,173,As Expected,-122.03874,37.98615
2016,Contra Costa,San Ramon Regional Medical Center,106074017,AAA Repair Unruptured,.,.,.,,-121.95884,37.77549
2016,Contra Costa,San Ramon Regional Medical Center,106074017,AMI,4.6,2,77,As Expected,-121.95884,37.77549
2016,Contra Costa,San Ramon Regional Medical Center,106074017,Acute Stroke,13.9,14,135,As Expected,-121.95884,37.77549
2016,Contra Costa,San Ramon Regional Medical Center,106074017,Acute Stroke Hemorrhagic,38,6,6,Worse,-121.95884,37.77549
2016,Contra Costa,San Ramon Regional Medical Center,106074017,Acute Stroke Ischemic,6.9,8,129,As Expected,-121.95884,37.77549
2016,Contra Costa,San Ramon Regional Medical Center,106074017,Acute Stroke Subarachnoid,.,.,.,,-121.95884,37.77549
2016,Contra Costa,San Ramon Regional Medical Center,106074017,Carotid Endarterectomy,0,0,7,As Expected,-121.95884,37.77549
2016,Contra Costa,San Ramon Regional Medical Center,106074017,Espophageal Resection,.,.,.,,-121.95884,37.77549
2016,Contra Costa,San Ramon Regional Medical Center,106074017,GI Hemorrhage,0,0,111,As Expected,-121.95884,37.77549
2016,Contra Costa,San Ramon Regional Medical Center,106074017,Heart Failure,3.5,6,179,As Expected,-121.95884,37.77549
2016,Contra Costa,San Ramon Regional Medical Center,106074017,Hip Fracture,1.4,1,57,As Expected,-121.95884,37.77549
2016,Contra Costa,San Ramon Regional Medical Center,106074017,PCI,2.8,1,62,As Expected,-121.95884,37.77549
2016,Contra Costa,San Ramon Regional Medical Center,106074017,Pancreatic Cancer,.,.,.,,-121.95884,37.77549
2016,Contra Costa,San Ramon Regional Medical Center,106074017,Pancreatic Other,.,.,.,,-121.95884,37.77549
2016,Contra Costa,San Ramon Regional Medical Center,106074017,Pancreatic Resection,.,.,.,,-121.95884,37.77549
2016,Contra Costa,San Ramon Regional Medical Center,106074017,Pneumonia,1.9,3,202,As Expected,-121.95884,37.77549
2016,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,AAA Repair Unruptured,.,.,.,,-121.776854,37.951975
2016,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,AMI,2.1,2,61,As Expected,-121.776854,37.951975
2016,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,Acute Stroke,8.4,13,167,As Expected,-121.776854,37.951975
2016,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,Acute Stroke Hemorrhagic,16.6,5,31,As Expected,-121.776854,37.951975
2016,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,Acute Stroke Ischemic,5.5,6,131,As Expected,-121.776854,37.951975
2016,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,Acute Stroke Subarachnoid,19.2,2,5,As Expected,-121.776854,37.951975
2016,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,Carotid Endarterectomy,.,.,.,,-121.776854,37.951975
2016,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,Espophageal Resection,.,.,.,,-121.776854,37.951975
